user_id,user_archetype,user_home_latitude,user_home_longitude,user_preferred_categories,transaction_id,timestamp,amount,merchant_id,merchant_name,merchant_category,merchant_latitude,merchant_longitude,transaction_type,transaction_latitude,transaction_longitude,distance_from_home,device_id,device_type,is_trusted_device,cvv_provided,three_d_secure,auth_attempts,is_fraud
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX001,2024-10-25 11:15:00,45.75,M001,Local Grocery Store,Grocery,38.9072,-80.1234,in-person,38.9072,-80.1234,1.5,D001,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX002,2024-10-26 09:30:00,85.0,M002,Health Clinic,Healthcare,38.909,-80.115,in-person,38.909,-80.115,2.3,D002,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX003,2024-10-27 13:45:00,60.5,M003,Pharmacy Plus,Pharmacy,38.899,-80.116,in-person,38.899,-80.116,3.0,D003,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX004,2024-10-28 12:00:00,120.0,M004,Supermarket Mart,Grocery,38.895,-80.118,in-person,38.895,-80.118,4.2,D004,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX005,2024-10-29 18:30:00,30.99,M005,Fast Food Delight,Restaurant,38.892,-80.12,in-person,38.892,-80.12,3.5,D005,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX006,2024-10-30 14:20:00,75.25,M006,Hardware Depot,Home Improvement,38.891,-80.121,in-person,38.891,-80.121,4.0,D006,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX007,2024-11-01 17:45:00,150.0,M007,Garden Center,Home Improvement,38.87,-80.14,in-person,38.87,-80.14,8.0,D007,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX008,2024-11-02 10:00:00,200.0,M008,Organic Store,Grocery,38.87,-80.15,in-person,38.87,-80.15,9.0,D008,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX009,2024-11-03 15:30:00,160.0,M009,Electronics Superstore,Retail,38.8955,-80.155,in-person,38.8955,-80.155,10.0,D009,mobile,True,True,authenticated,1,False
033dbc11-e04d-43d4-9181-111996f5682c,Retiree,38.89788562949909,-80.1127827416021,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX010,2024-11-04 16:00:00,120.99,M010,Clothing Boutique,Retail,38.9,-80.16,in-person,38.9,-80.16,10.5,D010,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX001,2024-10-25 12:15:00,850.0,M001,Luxury Brand Store,Designer Retail,44.414,-124.36,in-person,44.414,-124.36,1.5,D001,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX002,2024-10-26 18:45:00,1200.0,M002,Fine Dining Restaurant,Fine Dining,44.405,-124.367,in-person,44.405,-124.367,2.8,D002,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX003,2024-10-28 14:00:00,600.0,M003,Spa & Wellness Center,Spa and Beauty,44.41,-124.3605,in-person,44.41,-124.3605,1.2,D003,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX004,2024-10-30 19:30:00,1900.0,M004,Designer Jewelry Store,Jewelry,44.413,-124.365,in-person,44.413,-124.365,3.0,D004,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX005,2024-11-01 15:00:00,250.0,M005,Luxury Hotel Stay,Travel,44.45,-124.4,in-person,44.45,-124.4,9.0,D005,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX006,2024-11-02 11:15:00,1750.0,M006,Luxury Brand Online,Designer Retail,0.0,0.0,online,0.0,0.0,0.0,D006,desktop,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX007,2024-11-03 20:30:00,2200.0,M007,Spa Retreat,Spa and Beauty,44.412,-124.368,in-person,44.412,-124.368,4.0,D007,mobile,True,True,authenticated,1,True
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX008,2024-11-04 19:15:00,300.0,M008,High-End Hair Salon,Spa and Beauty,44.406,-124.362,in-person,44.406,-124.362,1.0,D008,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX009,2024-11-05 11:45:00,900.0,M009,Designer Travel Agency,Travel,44.42,-124.38,in-person,44.42,-124.38,7.0,D009,mobile,True,True,authenticated,1,False
0365c857-5029-4ac9-994b-b370e85e4a6c,Luxury Shopper,44.4081,-124.3616,"Designer Retail,Fine Dining,Travel,Jewelry,Spa and Beauty",TX010,2024-11-05 21:00:00,1250.0,M010,Luxury Brand Online Store,Designer Retail,0.0,0.0,online,0.0,0.0,0.0,D010,desktop,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX001,2024-11-01 11:15:00,45.89,M001,Organic Store,Grocery,41.57,-111.13,in-person,41.57,-111.13,1.2,D001,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX002,2024-11-02 12:45:00,20.0,M002,Wholesale Club,Grocery,41.56,-111.14,in-person,41.56,-111.14,3.0,D002,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX003,2024-11-03 14:00:00,99.99,M003,Local Discount Store,Discount Stores,41.58,-111.15,in-person,41.58,-111.15,4.5,D003,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX004,2024-11-04 15:30:00,15.5,M004,City Bus Service,Public Transport,41.575,-111.135,in-person,41.575,-111.135,2.0,D004,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX005,2024-11-05 10:00:00,70.0,M005,Electricity Provider,Utilities,41.565,-111.1305,in-person,41.565,-111.1305,1.8,D005,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX006,2024-11-06 11:20:00,130.0,M006,Farmer's Market,Grocery,41.59,-111.16,in-person,41.59,-111.16,9.0,D006,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX007,2024-11-07 16:45:00,25.0,M007,Cheap City Store,Discount Stores,41.57,-111.14,in-person,41.57,-111.14,2.5,D007,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX008,2024-11-08 10:10:00,100.0,M008,Grocery Depot,Grocery,41.5,-111.1,in-person,41.5,-111.1,10.0,D008,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX009,2024-11-09 09:30:00,45.0,M009,City Subway,Public Transport,41.5805,-111.1355,in-person,41.5805,-111.1355,3.5,D009,mobile,True,True,authenticated,1,False
052bf30f-9cbf-4c41-abb7-0f3f93476dc2,Frugal Minimalist,41.56752556615619,-111.13684831201816,"Grocery,Public Transport,Discount Stores,Utilities",TX010,2024-11-10 13:00:00,80.0,M010,Utility Bill Payment,Utilities,41.55,-111.12,in-person,41.55,-111.12,8.0,D010,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX010,2024-10-29 19:00:00,150.0,M010,Department Store,Retail,25.12,-81.01,in-person,25.12,-81.01,12.0,D010,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX007,2024-10-30 11:30:00,150.75,M007,Garden Center,Home Improvement,25.1105,-81.005,in-person,25.1105,-81.005,4.0,D007,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX009,2024-11-01 09:00:00,200.0,M009,Wholesale Club,Retail,25.103,-80.99,in-person,25.103,-80.99,6.0,D009,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX003,2024-11-01 14:45:00,85.2,M003,Local Grocery,Grocery,25.105,-81.002,in-person,25.105,-81.002,1.8,D003,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX001,2024-11-02 09:15:00,45.75,M001,Sunshine Pharmacy,Pharmacy,25.11,-80.995,in-person,25.11,-80.995,3.3,D001,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX005,2024-11-02 15:45:00,60.4,M005,Dental Office,Healthcare,25.1065,-81.003,in-person,25.1065,-81.003,2.0,D005,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX002,2024-11-03 12:00:00,120.5,M002,Gourmet Restaurant,Restaurant,25.1025,-81.0005,in-person,25.1025,-81.0005,1.0,D002,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX006,2024-11-03 17:15:00,95.0,M006,Supermarket,Grocery,25.107,-80.994,in-person,25.107,-80.994,3.0,D006,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX004,2024-11-04 18:30:00,175.0,M004,Home Improvement Store,Home Improvement,25.099,-80.998,in-person,25.099,-80.998,4.5,D004,mobile,True,True,authenticated,1,False
05c668c7-bb80-43ef-895b-1490a2f8ba5f,Retiree,25.1042,-81.0001,"Healthcare,Grocery,Restaurant,Retail,Pharmacy,Home Improvement",TX008,2024-11-05 14:00:00,30.0,M008,Food Truck,Restaurant,25.108,-80.997,in-person,25.108,-80.997,5.0,D008,mobile,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX001,2024-11-01 09:15:00,450.75,M001,Local Office Supply,Office Supplies,36.315,-118.095,in-person,36.315,-118.095,3.4,D001,desktop,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX002,2024-11-03 12:45:00,275.0,M002,Consulting Firm,Professional Services,36.32,-118.11,in-person,36.32,-118.11,4.5,D002,mobile,True,True,not_authenticated,2,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX003,2024-11-04 13:30:00,520.5,M003,Fine Dining Restaurant,Restaurant,36.29,-118.12,in-person,36.29,-118.12,8.1,D003,mobile,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX004,2024-11-05 16:00:00,180.0,M004,Local Diner,Restaurant,36.3,-118.104,in-person,36.3,-118.104,1.8,D004,desktop,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX005,2024-11-06 11:15:00,700.25,M005,Wholesale Warehouse,Wholesale,36.4,-118.2,in-person,36.4,-118.2,20.0,D005,mobile,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX006,2024-11-08 14:30:00,55.0,M006,Online Office Supply,Office Supplies,36.3106,-118.1022,online,36.3106,-118.1022,0.0,D006,desktop,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX007,2024-11-10 18:20:00,890.99,M007,Hardware Supply Co.,Hardware,36.31,-118.08,in-person,36.31,-118.08,2.2,D007,mobile,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX008,2024-11-12 15:00:00,300.0,M008,Online Consulting Service,Professional Services,36.3106,-118.1022,online,36.3106,-118.1022,0.0,D008,desktop,True,True,authenticated,1,False
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX009,2024-11-14 08:00:00,980.0,M009,Big Box Wholesale,Wholesale,36.6,-118.3,in-person,36.6,-118.3,25.0,D009,mobile,True,True,not_authenticated,1,True
0699022a-1162-49b7-8530-1616aa82befb,Small Business Owner,36.3106,-118.1022,"Office Supplies,Professional Services,Restaurant,Hardware,Wholesale",TX010,2024-11-15 10:00:00,450.0,M010,Local Hardware Store,Hardware,36.308,-118.098,in-person,36.308,-118.098,3.0,D010,desktop,True,True,authenticated,1,False
077d875b-ec11-4447-9acf-03a97356194c,Suburban Family,46.65094731088666,-124.75050526324203,"Grocery,Retail,Gas,Healthcare,Department Stores,Home Improvement",TX001,2024-10-30 09:15:00,120.75,M001,Local Supermarket,Grocery,46.652,-124.75,in-person,46.652,-124.75,1.5,D001,mobile,True,True,authenticated,1,False
077d875b-ec11-4447-9acf-03a97356194c,Suburban Family,46.65094731088666,-124.75050526324203,"Grocery,Retail,Gas,Healthcare,Department Stores,Home Improvement",TX002,2024-10-31 11:45:00,235.5,M002,Home Improvement Center,Home Improvement,46.648,-124.74,in-person,46.648,-124.74,2.8,D002,desktop,True,True,authenticated,1,False
077d875b-ec11-4447-9acf-03a97356194c,Suburban Family,46.65094731088666,-124.75050526324203,"Grocery,Retail,Gas,Healthcare,Department Stores,Home Improvement",TX003,2024-11-01 17:05:00,95.0,M003,Service Station,Gas,46.651,-124.755,in-person,46.651,-124.755,3.3,D003,mobile,True,True,authenticated,1,False
